"HotlineID","GroupID","DateOfCall","DateFirstObserved","Notes","Mortality","Fish","Species","Magnitude","SalinityType","WaterBodyName","Near","LatDD","LonDD","SuspectedCause"
8756,,2006-01-09,2006-01-09,"Dispatcher already contacted Path Lab. Christy investigated.  Only thing found on investigation were sponges, bivalves shells, purple sea fans and one dead gull.  Water samples were brought back for HAB HABW060110-003and the bird for Danielle",TRUE,TRUE,"Species Unidentified, Shark, Sea Turtle, Sponge, Oyster","20to100","Saltwater","Madeira Beach",,27.80952,-82.81484,"Unknown"
8766,,2006-01-12,2006-01-12,"Scott called and asked to speak with Heather - Net dump - he will send photos.",TRUE,TRUE,"Ladyfish","100s","Saltwater","Crisp Park",,27.80417,-82.62722,"FishingMortality"
8770,,2006-01-13,2006-01-13,"Against edge of bayou.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Mill Bayou - Little Manatee",,27.69417,-82.43472,"LowDissolvedOxygen"
8834,,2006-02-20,2006-02-20,"These fish were in a drainage canal in Dunedin that runs along the Pinellas Trail.  Directly across from the canal is a water treatment facility.  I believe a Coca-Cola facility is in the area (recalled from previous seagrass research in the area) and the water treatment facility I mention may be part of the Coca Cola plant. So it was a few large fish (8-10 inches long)  in a small drainage canal.  Struck me as very odd.",TRUE,TRUE,"Species Unidentified","1to19","Freshwater","By Wastewater Treatment Plant",,28.02028,-82.78917,"Unknown"
8852,,2006-02-23,2006-02-23,"Photos will be mailed to Christy. Scott knows her and has talked to her about another dump at this location.",TRUE,TRUE,"Ladyfish","100s","Saltwater","Crisp Park",,27.80443,-82.62666,"FishingMortality"
8891,,2006-03-14,2006-03-14,"By the golf course - Snook are dead, Reds are gasping for air.",TRUE,TRUE,"Snook-25, Red Drum-6","20to100","Freshwater","Anclote River - East of US 19",,28.16222,-82.76305,"Unknown"
8919,,2006-03-21,2006-03-21,"Every fish in the pond is dead. So are the turtles. Called and left message on machine to call us back for more information.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","120 Ave. N.",,27.89193,-82.75222,"Unknown"
8926,,2006-03-23,2006-03-23,"3-4 foot in length. Sample was collected by FWRI for toxins. Dorsal Spines, rays, otoliths for NOAA/NMFS 305-361-4244.",TRUE,TRUE,"Goliath Grouper","1to19","Saltwater","Little Bayou",,27.74417,-82.63805,"Unknown"
8933,,2006-03-27,2006-03-27,"South of Lake Seminole. All species dead, all sizes, 1 huge fish. Fish swimming erratically, gulping and gasping at surface. Leads from lake to the bay. UPDATE: Loanna, There were only ciliates, bacteria and detritus in those water samples you gave me.  No indications any HABs had a role in the fish kill. - Wolny, Jennifer 3/30/06 - - - Jen   Killifish and Snook sent for toxins along with water sample.  Results attached",TRUE,TRUE,"Species Unidentified","100s","Saltwater","Long Bayou",,27.84138,-82.78944,"LowDissolvedOxygen"
8954,,2006-04-05,2006-04-05,"Fish Kill over past 2 months. Dead on bank behind house. Connects to Lake Maggiore.  Dredging has been ongoing in Lake Maggiore for 1.5 years.",TRUE,TRUE,"Species Unidentified","100s","Freshwater","Lake Eli",,27.74888,-82.67667,"LowDissolvedOxygen"
8966,,2006-04-07,2006-04-07,"Caller reporting a net dump of fish at 5:51 PM.",TRUE,TRUE,"Grouper, Snook, King Fish, Pompamno, Species Unidentified","20to100","Saltwater","Gandy Bridge - South End",,27.88417,-82.56889,"FishingMortality"
8994,8994,2006-04-17,2006-04-17,"The fish were filleted. Quite common at the boat ramp there. Fishermen clean their fish. Water sample was received and nothing algae-wise in sufficient numbers was shown to cause a kill. Screeing for coliforms. DOH will sample if sewage smell comes back. UPDATE: - was investigated.  The reported area was noted to be just SE of a waste water treatment plant, which may have factored into the smell.  Workers at Oneill's marine said that when the wind blows the right direction they often get a 'whif' of the smell from the wastewater plant. The fish that were reported dead in the water had fish filets floating among them. Two fisherman were noted by others to have been throwing back their catch, and throwing back carcasses after fileting them. There is no reason to believe that there is any kind of sewage problem/leakage in the area.",TRUE,TRUE,"Red Drum, Spadefish, Snapper","20to100","Saltwater","O'Neills Marina",,27.70777,-82.66805,"FishingMortality"
9016,9016,2006-04-26,2006-04-26,"Near TECO.",TRUE,TRUE,"Sheepshead","100s","Saltwater","TECO",,27.80027,-82.41417,"HighTemperature"
9017,9016,2006-04-26,2006-04-26,"Probe deployed 1:30 24th to 1:30 25th. She took DO rreadings for an average of 4.6 at the out-take.  EPC brought us a fish that was in severe state of decomposition so no necropsy could be performed.",TRUE,TRUE,"Sheepshead","100s","Saltwater","TECO",,27.7986,-82.41472,"LowDissolvedOxygen"
9018,9016,2006-04-26,2006-04-26,"Reporter wanting information at TECO Plant kill. EPC is investigating.",TRUE,TRUE,"Sheepshead","100s","Saltwater","TECO",,27.79693,-82.40138,"HighTemperature"
9019,9016,2006-04-26,2006-04-26,"EPC investigated fish kill. Has samples and will drop off 4/27/06 to FWRI.  Necropsy could not be performed due to the extreme state of decomposition on the sheepshead.",TRUE,TRUE,"Sheepshead","100s","Saltwater","TECO",,27.79777,-82.41555,"LowDissolvedOxygen"
9035,9016,2006-04-26,2006-04-26,"At opening of discharge canal. Fish stuck inside & outside bounds. If investigating call - 813-505-2263 Karen Zwolak.",TRUE,TRUE,"Sheepshead, Spadefish","100s","Freshwater","TECO Affluent Canal",,27.79777,-82.41472,"LowDissolvedOxygen"
9021,9016,2006-04-27,2006-04-27,"EPC investigated",TRUE,TRUE,"Mullet-100, Sheepshead-100, Catfish-100","100s","Freshwater","TECO Discharge Canal",,27.79792,-82.412,"HighTemperature"
9022,9022,2006-05-01,2006-05-01,"Little fish in the river dead and dying on surface of water gasping around dock. South side of river, east of 301. UPDATE: Witness says a boater spilled gas on the water.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Alafia River",,27.8661,-82.3175,"LowDissolvedOxygen"
9023,9022,2006-05-01,2006-05-01,"Beer Shed - spilled gas.  Localized fish kill see results of fish kill investigation on #9022",TRUE,TRUE,"Species Unidentified","100s","Freshwater","Alafia River",,27.86555,-82.31693,"PetroliumSpill"
9036,9022,2006-05-02,2006-05-02,"A witness says a boater spilled gas on the water.",TRUE,TRUE,"Baitfish","100s","Freshwater","Alafia River",,27.86583,-82.31638,"PetroliumSpill"
9080,,2006-05-18,2006-05-18,"I saw @ 30 dead baitfish out by port dock - other baitfish swimming between bodies OK.",TRUE,TRUE,"Baitfish","20to100","Saltwater","Bayboro Port Dock",,27.76167,-82.63222,"Unknown"
9090,,2006-05-24,2006-05-24,"Pond on campus sprayed yesterday, this morning dead and the rest gasping at surface. (American Ecosystems 727-545-4404).  Results from DOACS received 11/27/06 cs",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Eckerd College Campus",,27.71972,-82.6886,"LowDissolvedOxygen"
9102,,2006-05-26,2006-05-26,"Small lake, right side of house with gate. 3 fish dead and 9 more floating. No fountain, water usually low or change in color - green. UPDATE: Sample from tilapia kill at 58th St N (#9102) in St Pete collected by Micah.  Low levels of Microcystis aeruginosa were detected but due to the low levels and small sample volume toxins could not be run.",TRUE,TRUE,"Tilapia","1to19","Freshwater","58th St. N.",,27.815,-82.71277,"LowDissolvedOxygen"
9112,,2006-05-31,2006-05-31,"No aeration, in housing development, dead and still dying. Fish gasping for air. Coincidence - neighbor had pool worked on yesterday, drained some of pool into drainage system. Possible chlorine effect on lake water? Rapid drop in DO.",TRUE,TRUE,"Bluegill, Shiner","1000s","Freshwater","86 St. East",,27.59167,-82.53889,"LowDissolvedOxygen"
9116,,2006-06-01,2006-06-01,"People are catching and throwing onto the beach.",TRUE,TRUE,"Blacktip Shark","20to100","Saltwater","Don Cesar Park",,27.7075,-82.73555,"FishingMortality"
9118,,2006-06-01,2006-06-01,"Crabs trying to crawl up the seawall. Construction going on down the road.",TRUE,TRUE,"Mullet, Catfish, Tilapia","20to100","Freshwater","Allen's Creek",,27.93222,-82.75417,"LowDissolvedOxygen"
9121,,2006-06-02,2006-06-02,"Fish gasping.",TRUE,TRUE,"Bass, Perch, Crappie, Bream","20to100","Freshwater","Indigo Drive",,28.00667,-82.7536,"LowDissolvedOxygen"
9141,,2006-06-06,2006-06-06,"20-30 very decomposed fish - looks to be a dump.",TRUE,TRUE,"Snapper, Red Drum, Grouper","20to100","Saltwater","Gandy Bridge",,27.88138,-82.5825,"LowDissolvedOxygen"
9144,,2006-06-08,2006-06-08,"No fish dead 6/6/06, some dead 6/7, bunch dead 6/8 am. Birds flying all around, smelly. Ground breaking construction last week as well as a bad storm. Fish are decomposed. UPDATE: Loanna,
I finally found this datasheet!  No HAB species or blooms detected.  Fish kill probably not caused by any algae.  Sorry, I know that's not terribly helpful. _ Jen",TRUE,TRUE,"Bass, Baitfish","100s","Freshwater","91st Ave. N.",,27.8561,-82.64555,"LowDissolvedOxygen"
9145,,2006-06-08,2006-06-08,"Small lake up near seawall and dock. Few fish dead, others gasping. Less fish as days goes on.",TRUE,TRUE,"Minnow, Snook","1to19","Freshwater","Huron Road",,27.8125,-82.79166,"LowDissolvedOxygen"
9150,,2006-06-09,2006-06-09,"Origial email thought it was dead birds, turned out to be fish. Birds are hovering. Wants Clean-Up information. State does not Clean-Up. Referred them to their pond management company. Danielle called them back.",TRUE,TRUE,"Species Unidentified","1to19","Freshwater","Palm Harbor",,28.07055,-82.74472,"LowDissolvedOxygen"
9156,,2006-06-10,2006-06-10,"Lake feeds by canal into the bay. Birds always around lake (Spoonbills, Osprey, Wood Storks) and playground, and houses around lake. Will try to call city - 6/12/06 city has Clean-Up fish. City is doing sewage work. She called them and they said their work wouldn't affect the fish or the lake.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Viking Lake - Meadowlawn Park",,27.84027,-82.64972,"LowDissolvedOxygen"
9179,,2006-06-23,2006-06-23,"Water is a strange color. Will drop off water sample - received 3:30 6/23/06. North of Piney Point @ Piney Circle. UPDATE: Mixed bloom of Chattonella subsalsa, Heterosigma akashiwo, and Alexandrium balechii.  Very nice!  To date, no local samples or cultures of C. subsalsa and H. akashiwo have tested positive for brevetoxin, so these samples won't be run.  The volume also was not conducive to much more than a count either.  Let me know if you have questions! - Jen",TRUE,TRUE,"Catfish, Grey Snapper, Red Drum, Mojarra","20to100","Saltwater","Cockroach Bay",,27.66167,-82.53471,"Unknown"
9180,,2006-06-23,2006-06-23,"No construction or spraying in area. Water looked funny a week ago. Some fish still jumping and a lot of birds.",TRUE,TRUE,"Sunfish-75, Bass-100","100s","Freshwater","Tori Way",,27.40888,-82.44666,"LowDissolvedOxygen"
9183,,2006-06-24,2006-06-24,"We were out on our boat today and spotted a few/several (larger type) fish floating dead in the intracoastal waterway of Indian Rocks Beach (South of the Walsingham Bridge-at the Narrows).",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Walsingham Bridge",,27.88388,-82.845,"Disease"
9188,,2006-06-26,2006-06-26,"Had fish kill last week and wants investigation - not just to let the buzzards take care of it. Attempted to call 4 times - phone busy. UPDATE:  Caller called this morning explaining that the dead fish and smell is horrible and home owners want things Clean-Up.  FWH explained that it is the Golf Couse owners responsibility as far as Clean-Up is concerned since the pond is privately owned.  Caller was also referred to the city, and to DOH for human health concerns.  A report of this fish kill aired on Channel 8 news last week.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Unidentified",,27.97555,-82.80527,"Unknown"
9192,,2006-06-26,2006-06-26,"Reporting respiratory irritation due to Red Tide. Will call and collect water sample 6/27/06 in the AM. UPDATE: Christy & Loanna investigated - took samples and pictures. - See attached PDFs for further information:",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Lassing Park",,27.74972,-82.63277,"Unknown"
9193,,2006-06-26,2006-06-26,"Dead fish every 2-3 feet. Significant algae bloom and possible spraying. - no need to call back. Hi Angie Doooooo  :>)",TRUE,TRUE,"Bluegill, Species Unidentified","1000s","Freshwater","Braden River",,27.42138,-82.47555,"OtherAlgalBloom"
9230,,2006-07-06,2006-07-06,"Danielle investigated and collected water & 1 dead Mosquito Fish. Found a few dead fish in pond.  Bird report#37315",TRUE,TRUE,"Mallard Duck-12, Mosquito Fish-1","1to19","Freshwater","Rocky Pt. Dr.",,27.96693,-82.56527,"Unknown"
9234,,2006-07-06,2006-07-06,"CONFRONTATIONAL - Subdivision - no aeration. Pond is across street from house. No change in water. Esplande on the Bay.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","64 Dr. West",,27.4286,-82.6136,"Unknown"
9235,,2006-07-06,2006-07-06,"Duck kill also. Only found 1 dead mummified duck. Residents bagged and disposed of fish/birds. Low water level, lots of rain - green water. Belmere Apts. No dead fish seen so no water sample taken.",TRUE,TRUE,"Tilapia","20to100","Freshwater","Erlich Rd.",,28.085,-82.53972,"Unknown"
9243,9233,2006-07-10,2006-07-10,"Wants lugo's for water sample. Concerned about seafood and swimming safety.    Results came back as Blue-Green Algae bloom, called person and gave update as well sent low do pamphlet",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Banfield Dr.",,27.81777,-82.31693,"RedTide"
9301,,2006-07-22,2006-07-22,"The apartment complex resurfaced the parking lots last week and run-off from the afternoon showers has killed all the wildlife in the ponds. There are fish laying everywhere. The contractor, or apartment complex should be held accountable.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Water's Edge Apts.",,28.02528,-82.5661,"LowDissolvedOxygen"
9344,,2006-07-31,2006-07-31,"Dead at the park.",TRUE,TRUE,"Tarpon","1to19","Saltwater","Demons Landing",,27.79777,-82.73138,"Unknown"
9372,,2006-08-06,2006-08-06,"Fish dying in lake - it happened about 1 month ago when county sprayed for hydrilla. No aeration. When hydrilla started dying, fish kill occurred. Now hydrilla is dead and another fish kill is occurring.",TRUE,TRUE,"Species Unidentified","100s","Freshwater","54th Ave. N. & 65th St. N.",,27.86443,-82.80805,"LowDissolvedOxygen"
9384,,2006-08-09,2006-08-09,"Wanted information on why his Bass are dying. (1-3 per week dying in his pond) - Sent info on fish kills thru email.",TRUE,TRUE,"Bass-3","1to19","Freshwater","Bradenton Area",,27.46388,-82.4,"Unknown"
9400,,2006-08-14,2006-08-14,"People trash the bayou with garbage, fish hooks, etc and don't treat it right - complaint. Will investigate 8/15/06 am. - Loanna",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Coffee Pot Bayou Boat Ramp",,27.80222,-82.78167,"Unknown"
9415,,2006-08-18,2006-08-18,"We have 11 Ponds and wetland areas, this is the only lake with a fish kill. Sent DO brochure.",TRUE,TRUE,"Grass Carp-150, Tilapia-50","100s","Freshwater","Big Lake",,27.48388,-82.66055,"LowDissolvedOxygen"
9422,,2006-08-19,2006-08-19,"We only had a fish kill of about 10 fish before they came out and put an algaecide and dye in the brown colored muddy looking lake, then we had about 150 dead fish in the next two days.( the lake looks a dark green now ) When the fish first started dieing I again (just like red tide) got a real bad sinus infection and upper respiratory infection coinciding with the first few fish kill weeks before they came out with the algaecide A Marine biologist came out and said the growth at the bottom needs to go...other neighbors also complained of red tide symptoms....Would like to get to bottom of it so as not to get sick again.....every time I take my dogs out my  back door I get all stuffed up and cannot breathe......Sharon Farmer - Sent DO brochure.",TRUE,TRUE,"Mullet-75, Snook-75","100s","Freshwater","Fair Oaks Pl.",,27.49777,-82.72221,"LowDissolvedOxygen"
9424,,2006-08-20,2006-08-20,"Pond in the center of my appt. complex. Sent DO brochure.",TRUE,TRUE,"Largemouth Bass-1, Bluegill-50, Grass Carp","20to100","Freshwater","Lakewood Dr.",,28.03193,-82.4061,"LowDissolvedOxygen"
9431,9431,2006-08-21,2006-08-21,"No RT reported as of 8/14/06 - HAB taking sample 8/22/06. UPDATE: The sample collected by FWRI staff this morning contained 3.3 million/L of K. brevis and 370k/L of Tricho trichomes. Sample collected by Manatee Co, South end of Coquina Beach: 9.57 Mill trichomes/L of Tricho.",TRUE,TRUE,"Pinfish","100s","Saltwater","Cortez Bridge",,27.48638,-82.7511,"Unknown"
9433,9431,2006-08-22,2006-08-22,"Red Tide has moved into southern most tip of Sunset Beach up to John's Pass - moving north.",TRUE,TRUE,"Species Unidentified","1000s","Saltwater","Sunset Beach to John's Pass",,27.87693,-82.87472,"RedTide"
9435,9199,2006-08-22,2006-08-22,"Greenish-red water, no resp. irritation.  Fish are silver @ 2 inch in size.",TRUE,TRUE,"Baitfish","100s","Saltwater","Big Pass",,27.41693,-82.66693,"RedTide"
9453,9199,2006-08-24,2006-08-24,"Visitor wants to know why fish were dead and who was going to Clean-Up.",TRUE,TRUE,"Species Unidentified","100s","Saltwater","Bradenton Beach",,27.47722,-82.70555,"RedTide"
9454,9199,2006-08-24,2006-08-24,"Just south of Sandbar Restaurant. All sizes of fish and all kinds up to about 18 inches. Informed caller of RT in the area on her voice mail.",TRUE,TRUE,"Species Unidentified, Unidentified eel","100s","Saltwater","Anna Maria Beach",,27.52167,-82.86166,"RedTide"
9452,9452,2006-08-26,2006-08-26,"Kill at TECO Power Plant boom. Mike Ogle - 813-334-2768 Rex Morjando 813-222-4048 (contact). Low DO and Hot Water.",TRUE,TRUE,"Catfish, Baitfish, Goliath Grouper","100s","Freshwater","TECO Power Plant",,27.92638,-82.53222,"LowDissolvedOxygen"
9467,,2006-08-27,2006-08-27,"Large lagoon. Smell is overbearing. City of St Pete to Clean-Up. UPDATE: Detritus Only - can't blame algae for causing low DO or fish kill.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","17th Ave & 15th St",,27.84888,-82.67083,"LowDissolvedOxygen"
9479,9199,2006-08-30,2006-08-30,"The date was Saturday August 26th and the exact location was the waters around Marina Jack's in Sarasota. There was a definite indication of red tide from the fact being around the water caused coughing and burning eyes.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Marina Jack's",,27.47555,-82.66583,"RedTide"
9490,,2006-09-02,2006-09-02,"Water has been full of weeds, and I beleive grass clippings for weeks prior to this fish kill. The canal is near Bowlee's Creek, between Hawks Harbor, and Trailer Estates on the NE corner of Sarasota Bay. We have been clear until the passing of Ernesto.",TRUE,TRUE,"Bream","100s","Saltwater","Bowlee's Creek Area",,27.43277,-82.68443,"LowDissolvedOxygen"
9506,9431,2006-09-06,2006-09-06,"Smelly yesterday - now a lot more dead fish of all kinds.",TRUE,TRUE,"Species Unidentified","100s","Saltwater","St Pete Beach",,27.82805,-82.83971,"RedTide"
9511,,2006-09-06,2006-09-06,"Bradenton area - Longboat Key - Sarasota - Tampa Bay. Sore throat. Lesions on caller - little blisters. Pfisteria?  Respiratory irritation.",TRUE,TRUE,"Pinfish","100s","Saltwater","Longboat Key",,27.49,-82.78222,"RedTide"
9512,9431,2006-09-06,2006-09-06,"Mild kill - 5-10 fish every 20 feet over 1/2 mile stretch of beach. Turtle is juvenile.",TRUE,TRUE,"Menhaden, Loggerhead-1, Stingray-1","1000s","Saltwater","Treasure Island",,27.79972,-82.8286,"RedTide"
9513,,2006-09-06,2006-09-06,"No change in water color, no sign of spraying.  EPC will investigate on 9/7/06 - called on 9/7/06 2:15pm - sending water samples for analysis.  D.O. levels = bottom 7.8mg/l, surface = 10.6 mg/l.  Possible dip in d.o. with cloudy and rainy weather.  D.o. is usually high in the lake and water is constantly green color.",TRUE,TRUE,"Shiner","1000s","Freshwater","Residential",,28.05528,-82.4736,"Unknown"
9514,9431,2006-09-07,2006-09-07,"Fish kill on shore. Monday PM - tickle in throat, now sniffling etc, coughing - respiratory irritation. Also filled out WWW form.",TRUE,TRUE,"Black Drum, Trout, Species Unidentified","100s","Saltwater","Redington Beach",,27.87083,-82.92583,"RedTide"
9515,9431,2006-09-07,2006-09-07,"North end of Indian Shores by narrows. Very smelly, public reported fish kill to them.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Indian Shores Beach",,27.88693,-82.99834,"RedTide"
9520,9431,2006-09-07,2006-09-07,"It was around 9:00 pm last night that we went out to the beach, it smelled like dead fish on the beach and across the road from the beach. I couldn't really see the color of the water but I don't think those fish were out there longer then 6 hours.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Indian Shores Beach",,27.91222,-82.85722,"RedTide"
9524,9431,2006-09-07,2006-09-07,"Based on what I've seen and felt in past years the red tide is here again.  Enter public access park on Gulf Blvd at 182nd Ave. across from Friendly Tavern. Noticed discomfort breathing on Monday at same spot but no fish kill at that time.",TRUE,TRUE,"Mullet-50, Grunt-500, Ballyhoo, Eel, Whitebait, Black Drum, Trout, Jack Crevalle","1000s","Saltwater","North of Redington Pier",,27.90055,-82.95693,"RedTide"
9521,9431,2006-09-08,2006-09-08,"The sharks were very small (10-11 inches). My friend and I also experienced a little respiratory irritation in the area where the sharks were washing up, so I'm thinking the red tide that had been south of this beach has migrated northward.",TRUE,TRUE,"Hammerhead Shark-3","1to19","Saltwater","Clearwater Beach",,28.07417,-82.94693,"RedTide"
9527,9431,2006-09-09,2006-09-09,"The dead fish were on Indian Rocks Beach in Pinellas county.",TRUE,TRUE,"Croaker, Drum","100s","Saltwater","Indian Rocks Beach",,27.95333,-82.85638,"RedTide"
9538,9431,2006-09-09,2006-09-09,,TRUE,TRUE,"Bonnethead Shark-1, Species Unidentified","1to19","Saltwater","St Petersburg Beach",,27.73943,-82.78443,"RedTide"
9529,9431,2006-09-10,2006-09-10,"I went to the beach today only to find several fish dead some were missing part of there neck/ body yet I think it was from the birds that were around. I was interested to know what happened.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Indian Rocks Beach",,27.94972,-82.85471,"RedTide"
9532,9199,2006-09-10,2006-09-10,"This particular location was at the beachfront off of Gulf Drive near 45th St on Anna Maria Island. I was there today Sept 10th @ 2:30pm. 3-4 dead fish per square yard line the beach. Fish were very bloated, eyeballs were bulging on most fish. The odor initiated both my eyes and a ""tickle"" in my throat was evident. Hard to breath.",TRUE,TRUE,"Grunt-30, Catfish-10, Puffer","20to100","Saltwater","Bradenton Beach",,27.5961,-82.83221,"RedTide"
9554,9431,2006-09-12,2006-09-12,,TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Caladesi Island State Park",,28.03944,-82.88889,"RedTide"
9567,9431,2006-09-14,2006-09-14,"Little white dead fish - 5 inches long.  Very low tide. Respiratory irritation.",TRUE,TRUE,"Baitfish","20to100","Saltwater","Honeymoon Island, Curlew Road",,28.1075,-82.84917,"RedTide"
9572,9431,2006-09-15,2006-09-15,"Desoto Point on Manatee River in Desoto National Memorial.  Discolored water.",TRUE,TRUE,"Trout, Mullet, Catfish","100s","Saltwater","Desoto National Memorial",,27.55667,-82.70055,"RedTide"
9574,9431,2006-09-16,2006-09-16,"Pungent smell and dead fish accumulating under private docks.",TRUE,TRUE,"Mullet","20to100","Saltwater","John's Pass",,27.83555,-82.89526,"RedTide"
9575,9431,2006-09-17,2006-09-17,"Feathers also seen.",TRUE,TRUE,"Puffer, Mullet, Snapper, Flounder, Trout","100s","Saltwater","Pass-A-Grille",,27.80583,-82.79333,"RedTide"
9578,,2006-09-18,2006-09-18,"We left out of Clearwater pass on a 270 We saw and smelled a large area of dead black drum from 8 miles to about thirty miles out it was more black drum than I even new
existed in this area. they were large fish too. There was bait popping so it must have been a local kill that drifted.",TRUE,TRUE,"Black Drum, Baitfish","100s","Saltwater","Clearwater Pass",,27.98667,-82.87943,"RedTide"
9588,9431,2006-09-19,2006-09-19,"Dead, bloated, decomposed, entrails coming out.",TRUE,TRUE,"Grey Snapper, Species Unidentified","20to100","Saltwater","Indian Rocks Beach",,27.98417,-82.94805,"RedTide"
9585,9431,2006-09-19,2006-09-19,"large, bloated, entrails coming out",TRUE,TRUE,"Gray Snapper, Species Unidentified","20to100","Saltwater","Indian Rocks Beach",,27.98417,-82.94805,"RedTide"
9594,,2006-09-20,2006-09-20,"This is the information that Tony Tucker (from Mote) sent me this morning. Below please find all of my contact information. Thank you so much! I did a rough plat on her last satellite hit --- roughly 5+ miles offshore of Shell Key (very rough! I did approximates off the lat/long grid on the map!). By the way, the last known location of the floating dead turtle was 27 36.328 N, 82 42.284 W. the fisherman went back around 11 AM and didn't find the carcass. That places it almost a mile offshore Ft DeSoto Pk, where Pinellas Bayway ends at Anderson Rd in the park. And, yes, it is Mullet Key Channel.",TRUE,TRUE,"Sea Turtle-1, Species Unidentified, Grouper, Sheepshead","20to100","Saltwater","1 Mile Off Ft DeSoto",,27.6911,-82.77888,"Unknown"
9627,,2006-09-25,2006-09-25,"Anna Maria Island Lake, Clark Lake, in Holmes Beach, google earth 6915 holmes beach. last year we lost 25 tarpon, all gone, first sign of kill today. feed to the east at the grand canal and into tampa bay.",TRUE,TRUE,"Red Drum, Trout, Grunt","20to100","Freshwater","Clark Lake",,27.65167,-82.77277,"Unknown"
9628,9431,2006-09-25,2006-09-25,"What most impressed me was the amount of dead fishes in a small area in the shore of a beach in Boca Grande on September 19, 2006 in the morning. Then, on September 20,
2006 during the morning in Clearwater Beach, with not so many dead fishes, but an impressive 80 pound grouper which did not show any infection or disease. I saw also many
shellfish dead in both beach sites.",TRUE,TRUE,"Grouper, Red Drum, Flounder, Cowfish, Mullet, Snook, Catfish, Trout","100s","Saltwater","Boca Grande, Clearwater",,28.07417,-82.94389,"RedTide"
9629,9431,2006-09-25,2006-09-25,"Grandson has asthma - concerned for his health.  Experiencing respiratory irritation.",TRUE,TRUE,"Puffer","1to19","Saltwater","Bellair Beach",,28.005,-82.94334,"RedTide"
9630,9431,2006-09-26,2006-09-26,"Live at end of cove, fish pushed to end and washing up on shore.",TRUE,TRUE,"Species Unidentified","100s","Saltwater","Boca Ciega Bay",,27.79638,-82.82943,"RedTide"
9631,9431,2006-09-26,2006-09-26,"It is the only fish species we are seeing on the beach. Usually, other fish species are affected by red tide- if that is what is happening.",TRUE,TRUE,"Red Drum","1to19","Saltwater","Honeymoon Island",,28.14583,-82.94276,"RedTide"
9642,,2006-09-28,2006-09-28,"Good afternoon, We just received a call from a FWC FDM sampler and a manatee staff member of a fish kill at the Safety Harbor Marina. There are hundreds of dead and dying fish, specifically silver perch, anchovies, and speckled seatrout. The FDM sampler collected some samples of the fish and will be sending the fish in with the manatee researcher (Kalyn Quinton) this afternoon. Where would you like her to bring the samples? Also, if you would like to reach Kalyn, she will be at the marina for another 10 minutes or so. Her cell phone number is 727-423-4403.",TRUE,TRUE,"Silver Perch, Anchovy, Speckled Trout","100s","Saltwater","Safety Harbor Marina",,28.03667,-82.72722,"LowDissolvedOxygen"
9643,9431,2006-09-28,2006-09-28,"Boca Ciega Bay - fish are silver 3-4 inches long.",TRUE,TRUE,"Species Unidentified","100s","Saltwater","Maximo Channel",,27.7375,-82.84277,"RedTide"
9644,9431,2006-09-28,2006-09-28,"Bad outbreak of red tide is on St. Pete beach,  today Sep 28.  I just come from the St. Pete beach, and the beach is cover around 22-16 street with the death fish. Also smell in the air is unbearable. Please check this and post on you web site. Tina",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","St Petersburg Beach",,27.79417,-82.82943,"RedTide"
9645,9431,2006-09-28,2006-09-28,,TRUE,TRUE,"Pinfish, Lizardfish, Mullet, Snook, Eel","1000s","Saltwater","Boca Ciega Bay",,27.7875,-82.73138,"RedTide"
9646,9431,2006-09-29,2006-09-29,"Red Tide in the St. Pete Beach.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","St Petersburg Beach",,27.75277,-82.815,"RedTide"
9651,9199,2006-09-29,2006-09-29,"Hundreds of dead fish in water by house.",TRUE,TRUE,"Croaker","100s","Saltwater","Palma Sola",,27.61167,-82.71805,"RedTide"
9657,9431,2006-09-29,2006-09-29,"Kill is on the intercoastal side of the fishing pier.",TRUE,TRUE,"Sheepshead","1to19","Saltwater","Madeira Beach Fishing Pier",,27.76527,-82.81944,"RedTide"
9660,9431,2006-09-30,2006-09-30,"Reporting fish kill and May have also seen a 29 foot whale inside Shell Key. Block, rounded head, small dorsal fin set back.",TRUE,TRUE,"Species Unidentified","100s","Saltwater","Tierra Verde to Shell Key",,27.74805,-82.73943,"RedTide"
